芸人,,赤プル,http://twitter.com/akaplu
芸人,浅草キッド,水道橋博士,http://twitter.com/S_Hakase
芸人,アジアン,馬場園梓,http://twitter.com/babazonoazusa
芸人,アップルパイン,みほ（元「チェリー☆パイ」）,http://twitter.com/sexonthebeachku
芸人,雨上がり決死隊,蛍原徹,http://twitter.com/okappaboy
芸人,雨上がり決死隊,宮迫博之,http://twitter.com/motohage
芸人,,有吉弘行,http://twitter.com/ariyoshihiroiki
芸人,,R藤本,http://twitter.com/Rfujimoto
芸人,アンジャッシュ,児嶋一哉,http://twitter.com/unjashkojima
芸人,アンジャッシュ,渡部建,http://twitter.com/watabe1972
芸人,,石田靖,http://twitter.com/yasulog
芸人,,いとうあさこ,http://twitter.com/asako1970
芸人,,井上マー,http://twitter.com/inouemah
芸人,,イモトアヤコ,http://twitter.com/imotodesse
芸人,インパルス,堤下敦,http://twitter.com/Tsutsumishita
芸人,,内海桂子,http://twitter.com/utumikeiko
芸人,,江頭2:50,http://twitter.com/egashira_250
芸人,エレキコミック,やついいちろう,http://twitter.com/Yatsuiichiro
芸人,,エハラマサヒロ,http://twitter.com/eharamasahiro
芸人,オアシズ,大久保佳代子,http://twitter.com/OOKUBONBON
芸人,,大川興業,http://twitter.com/ookawa_VietCong
芸人,,おかもとまり,http://twitter.com/okamotomari1989
芸人,オリエンタルラジオ,中田敦彦,http://twitter.com/picolkun
芸人,オリエンタルラジオ,藤森慎吾,http://twitter.com/chara317megane
芸人,COWCOW,多田健二,http://twitter.com/picolkun
芸人,COWCOW,山田與志,http://twitter.com/chara317megane
芸人,カナリア,安達健太郎,http://twitter.com/canaryadachi
芸人,カナリア,ボン溝黒,http://twitter.com/bonmizo
芸人,,嘉門達夫,http://twitter.com/kamontatsuo
芸人,麒麟,川島明,http://twitter.com/akira5423
芸人,麒麟,田村裕,http://twitter.com/hiroshi93
芸人,キングオブコメディ,今野浩喜,http://twitter.com/sumiyoshi47
芸人,,グレート義太夫,http://twitter.com/Gidayu
芸人,,ケンドーコバヤシ（ホールズ®CMのアカウント）,http://twitter.com/kenkobato
芸人,ココリコ,遠藤章造,http://twitter.com/endougolf
芸人,,コトブキツカサ,http://twitter.com/kotobukitsukasa
芸人,,小籔千豊,http://twitter.com/koyabukazutoyo
芸人,THE GEESE,尾関高文,http://twitter.com/geeseojeck
芸人,ザ・たっち,かずや,http://twitter.com/kaz6707
芸人,ザ・たっち,たくや,http://twitter.com/taku0488
芸人,ザ・ドリフターズ,志村けん,http://twitter.com/shimura__ken
芸人,ザ・パンチ,パンチ浜崎,http://twitter.com/PUNCH_HAMASAKI
芸人,サバンナ,高橋茂雄,http://twitter.com/Shigeo0128
芸人,ザ・プラン9,浅越ゴエ,http://twitter.com/asagoegoe
芸人,ザ・プラン9,ヤナギブソン,http://twitter.com/realyanagibson
芸人,次長課長,井上聡,http://twitter.com/_ino__
芸人,次長課長,河本準一,http://twitter.com/Junkoumon
芸人,品川庄司,庄司智春,http://twitter.com/shojishojishoji
芸人,,清水けんじ（よしもと新喜劇）,http://twitter.com/shimiken716
芸人,ジャリズム,世界のナベアツ（渡辺あつむ）,http://twitter.com/shiganowatanabe
芸人,シャンプーハット,小出水直樹,http://twitter.com/terechaun
芸人,,夙川アトム,http://twitter.com/shukugawa_atom
芸人,ジョイマン,高木晋哉,http://twitter.com/joymanjoyman
芸人,,末高斗夢,http://twitter.com/tomusuetaka
芸人,,ぜんじろう,http://twitter.com/zenzenjiro
芸人,ソラシド,本坊元児,http://twitter.com/honbouganji
芸人,,だいたひかる,http://twitter.com/daitahikarudesu
芸人,ダイノジ,大谷ノブ彦,http://twitter.com/dienojibigboss
芸人,ダイノジ,大地洋輔,http://twitter.com/dienoji_ohchi
芸人,タカダ・コーポレーション,大貫,http://twitter.com/takada_ohnuki
芸人,ダチョウ倶楽部,肥後克広,http://twitter.com/higokatsuhiro
芸人,,立川談志,http://twitter.com/danshi
芸人,,立川談笑,http://twitter.com/danshou
芸人,,楽しんご,http://twitter.com/tanoshinngo
芸人,,たむらけんじ,http://twitter.com/tamukenchaaaaa
芸人,,ダンディ坂野,http://twitter.com/Dandysakano
芸人,チーモンチョーチュウ,白井鉄也,http://twitter.com/shiraichimon
芸人,チーモンチョーチュウ,菊地浩輔,http://twitter.com/chimonkikuchi
芸人,千鳥,ノブ,http://twitter.com/NOBCHIDORI
芸人,チュートリアル,徳井義実,http://twitter.com/tokuiyoshimi
芸人,超新塾,タイガー福田,http://twitter.com/Tiger1002
芸人,チョコレートプラネット,松尾アンダーグラウンド,http://twitter.com/chocopla_matsuo
芸人,,つぶやきシロー,http://twitter.com/shiro_tsubuyaki
芸人,,デッカチャン,http://twitter.com/dekkachan2003
芸人,天津,木村卓寛,http://twitter.com/kimutakut
芸人,天津,向清太朗,http://twitter.com/tenshinmukai
芸人,デンジャラス,安田和博,http://twitter.com/dangeryasuda
芸人,テンダラー,浜本広晃,http://twitter.com/hammer1974
芸人,,土肥ポン太,http://twitter.com/dohiponta
芸人,東京03,飯塚悟志,http://twitter.com/iizuka03
芸人,東京03,角田晃広,http://twitter.com/Kakuta03
芸人,東京03,豊本明長,http://twitter.com/toyo03
芸人,東京ダイナマイト,ハチミツ二郎,http://twitter.com/toyo03
芸人,トータルテンボス,大村朋宏,http://twitter.com/shinobineeenaaa
芸人,トータルテンボス,藤田憲右,http://twitter.com/fujitatenboss
芸人,どきどきキャンプ,佐藤満春,http://twitter.com/satomitsuharu
芸人,南海キャンディーズ,山里亮太,http://twitter.com/YAMA414
芸人,ニブンノゴ！,大川知英,http://twitter.com/nibugoookawa
芸人,ニブンノゴ！,宮地謙典,http://twitter.com/nibugomiyaji
芸人,ニブンノゴ！,森本英樹,http://twitter.com/nibugomorimoto
芸人,,猫ひろし,http://twitter.com/cathiroshi
芸人,NON STYLE,井上裕介,http://twitter.com/inoueyusuke
芸人,ハイキングウォーキング,鈴木Q太郎,http://twitter.com/suzukiQtaro
芸人,博多華丸・大吉,博多華丸,http://twitter.com/okazakihanawo
芸人,博多華丸・大吉,博多大吉,http://twitter.com/komandofochiken
芸人,,バカリズム,http://twitter.com/BAKARHYTHM
芸人,,間寛平,http://twitter.com/kanpeitter
芸人,パタパタママ,木下貴信,http://twitter.com/kinoyann
芸人,パタパタママ,下畑博文,http://twitter.com/shimonii
芸人,バッファロー吾郎,木村明浩,http://twitter.com/bagokimura
芸人,ハリガネロック,大上邦博,http://twitter.com/ooooueeee
芸人,パンクブーブー,黒瀬純,http://twitter.com/kurojunbakabaka
芸人,はんにゃ,川島章良,http://twitter.com/IPPOKAWASHIMA
芸人,,東野幸治,http://twitter.com/Higashinodesu
芸人,響,小林優介,http://twitter.com/hibikikobayashi
芸人,響,長友光弘,twitter.com/hibikimitsuhiro
芸人,130R,ほんこん,http://twitter.com/hong2010kong
芸人,,マキタスポーツ,http://twitter.com/makitasports
芸人,ファミリーレストラン（元・ジャンクション）,原田良也,http://twitter.com/mwbdt756
芸人,フットボールアワー,岩尾望,http://twitter.com/iwaononzomu
芸人,ブラックマヨネーズ,吉田敬,http://twitter.com/bmyoshida
芸人,ブロードキャスト,房野史典,http://twitter.com/broadbouno
芸人,平成ノブシコブシ,吉村崇,http://twitter.com/hnkyoshimura
芸人,,前田健,http://twitter.com/kdashstage
芸人,,宮川大輔,http://twitter.com/kesuidawagayami
芸人,モンスターエンジン,大林健二,http://twitter.com/ohbayashikenji
芸人,野性爆弾,川島邦裕,http://twitter.com/yodareyodare
芸人,野性爆弾,ロッシー,http://twitter.com/rossydesu
芸人,,山田花子,http://twitter.com/y_hanak0
芸人,,ゆうたろう,http://twitter.com/BOSS_YUTAROU
芸人,ゆったり感,江崎隆文,http://twitter.com/ezakiyutta
芸人,,ゆってぃ,http://twitter.com/YUTTY52
芸人,,ヨネスケ,http://twitter.com/yonesuke51
芸人,ライセンス,藤原一裕,http://twitter.com/licensefjwrkzhr
芸人,,ラサール石井,http://twitter.com/lasar141
芸人,ラバーガール,大水洋介,http://twitter.com/omizu1212
芸人,ラバーガール,飛永翼,http://twitter.com/tobinaga
芸人,ラフ・コントロール,重岡謙作,http://twitter.com/laughshige
芸人,りあるキッズ,ゆうき（長田融季）,http://twitter.com/realkidsyuuki
芸人,レイザーラモン,レイザーラモンRG（出渕誠）,http://twitter.com/rgizubuchi
芸人,ロザン,宇治原史規,http://twitter.com/surpriseuzihara
芸人,ロバート,山本博,http://twitter.com/yamamotoperoshi
芸人,ロンドンブーツ1号2号,田村淳,http://twitter.com/atsushilonboo
芸人,ロンドンブーツ1号2号,田村亮,http://twitter.com/ryolondonboots
芸人,,渡辺直美,http://twitter.com/watanabe_naomi
芸人,笑い飯,哲夫,http://twitter.com/waraitetsuo
芸人,笑い飯,西田幸治,http://twitter.com/nishida0528
